CREATE TABLE ZipCode (_id INTEGER PRIMARY KEY, ZipCode varchar(5), ZipCodeType varchar(25), City varchar(30), State varchar(2))
INSERT INTO ZipCode VALUES(6880,12981,'STANDARD','SARANAC','NY')
INSERT INTO ZipCode VALUES(6881,12983,'STANDARD','SARANAC LAKE','NY')
INSERT INTO ZipCode VALUES(6882,12985,'STANDARD','SCHUYLER FALLS','NY')
INSERT INTO ZipCode VALUES(6883,12985,'STANDARD','SCHUYLER FLS','NY')
INSERT INTO ZipCode VALUES(6884,12986,'STANDARD','TUPPER LAKE','NY')
INSERT INTO ZipCode VALUES(6885,12986,'STANDARD','MASSAWEPIE','NY')
INSERT INTO ZipCode VALUES(6886,12987,'STANDARD','UPPER JAY','NY')
INSERT INTO ZipCode VALUES(6887,12989,'STANDARD','VERMONTVILLE','NY')
INSERT INTO ZipCode VALUES(6888,12989,'STANDARD','LOON LAKE','NY')
INSERT INTO ZipCode VALUES(6889,12989,'STANDARD','ONCHIOTA','NY')
INSERT INTO ZipCode VALUES(6890,12992,'STANDARD','WEST CHAZY','NY')
INSERT INTO ZipCode VALUES(6891,12993,'STANDARD','WESTPORT','NY')
INSERT INTO ZipCode VALUES(6892,12993,'STANDARD','WADHAMS','NY')
INSERT INTO ZipCode VALUES(6893,12995,'PO BOX','WHIPPLEVILLE','NY')
INSERT INTO ZipCode VALUES(6894,12996,'STANDARD','WILLSBORO','NY')
INSERT INTO ZipCode VALUES(6895,12997,'STANDARD','WILMINGTON','NY')
INSERT INTO ZipCode VALUES(6896,12997,'STANDARD','WHITEFACE MOUNTAIN','NY')
INSERT INTO ZipCode VALUES(6897,12997,'STANDARD','WHITEFACE MTN','NY')
INSERT INTO ZipCode VALUES(6898,12998,'STANDARD','WITHERBEE','NY')
INSERT INTO ZipCode VALUES(6899,13020,'PO BOX','APULIA STATION','NY')
INSERT INTO ZipCode VALUES(6900,13020,'PO BOX','APULIA STA','NY')
INSERT INTO ZipCode VALUES(6901,13021,'STANDARD','AUBURN','NY')
INSERT INTO ZipCode VALUES(6902,13021,'STANDARD','OWASCO','NY')
INSERT INTO ZipCode VALUES(6903,13022,'PO BOX','AUBURN','NY')
INSERT INTO ZipCode VALUES(6904,13024,'UNIQUE','AUBURN','NY')
INSERT INTO ZipCode VALUES(6905,13026,'STANDARD','AURORA','NY')
INSERT INTO ZipCode VALUES(6906,13027,'STANDARD','BALDWINSVILLE','NY')
INSERT INTO ZipCode VALUES(6907,13027,'STANDARD','LYSANDER','NY')
INSERT INTO ZipCode VALUES(6908,13028,'STANDARD','BERNHARDS BAY','NY')
INSERT INTO ZipCode VALUES(6909,13029,'STANDARD','BREWERTON','NY')
INSERT INTO ZipCode VALUES(6910,13030,'STANDARD','BRIDGEPORT','NY')
INSERT INTO ZipCode VALUES(6911,13031,'STANDARD','CAMILLUS','NY')
INSERT INTO ZipCode VALUES(6912,13032,'STANDARD','CANASTOTA','NY')
INSERT INTO ZipCode VALUES(6913,13032,'STANDARD','PERRYVILLE','NY')
INSERT INTO ZipCode VALUES(6914,13033,'STANDARD','CATO','NY')
INSERT INTO ZipCode VALUES(6915,13034,'STANDARD','CAYUGA','NY')
INSERT INTO ZipCode VALUES(6916,13035,'STANDARD','CAZENOVIA','NY')
INSERT INTO ZipCode VALUES(6917,13036,'STANDARD','CENTRAL SQUARE','NY')
INSERT INTO ZipCode VALUES(6918,13036,'STANDARD','CENTRAL SQ','NY')
INSERT INTO ZipCode VALUES(6919,13037,'STANDARD','CHITTENANGO','NY')
INSERT INTO ZipCode VALUES(6920,13039,'STANDARD','CICERO','NY')
INSERT INTO ZipCode VALUES(6921,13040,'STANDARD','CINCINNATUS','NY')
INSERT INTO ZipCode VALUES(6922,13040,'STANDARD','EAST FREETOWN','NY')
INSERT INTO ZipCode VALUES(6923,13041,'STANDARD','CLAY','NY')
INSERT INTO ZipCode VALUES(6924,13042,'STANDARD','CLEVELAND','NY')
INSERT INTO ZipCode VALUES(6925,13043,'PO BOX','CLOCKVILLE','NY')
INSERT INTO ZipCode VALUES(6926,13044,'STANDARD','CONSTANTIA','NY')
INSERT INTO ZipCode VALUES(6927,13045,'STANDARD','CORTLAND','NY')
INSERT INTO ZipCode VALUES(6928,13051,'PO BOX','DELPHI FALLS','NY')
INSERT INTO ZipCode VALUES(6929,13052,'STANDARD','DE RUYTER','NY')
INSERT INTO ZipCode VALUES(6930,13053,'STANDARD','DRYDEN','NY')
INSERT INTO ZipCode VALUES(6931,13054,'STANDARD','DURHAMVILLE','NY')
INSERT INTO ZipCode VALUES(6932,13056,'PO BOX','EAST HOMER','NY')
INSERT INTO ZipCode VALUES(6933,13057,'STANDARD','EAST SYRACUSE','NY')
INSERT INTO ZipCode VALUES(6934,13060,'STANDARD','ELBRIDGE','NY')
INSERT INTO ZipCode VALUES(6935,13061,'STANDARD','ERIEVILLE','NY')
INSERT INTO ZipCode VALUES(6936,13062,'PO BOX','ETNA','NY')
INSERT INTO ZipCode VALUES(6937,13063,'STANDARD','FABIUS','NY')
INSERT INTO ZipCode VALUES(6938,13064,'PO BOX','FAIR HAVEN','NY')
INSERT INTO ZipCode VALUES(6939,13065,'PO BOX','FAYETTE','NY')
INSERT INTO ZipCode VALUES(6940,13066,'STANDARD','FAYETTEVILLE','NY')
INSERT INTO ZipCode VALUES(6941,13068,'STANDARD','FREEVILLE','NY')
INSERT INTO ZipCode VALUES(6942,13069,'STANDARD','FULTON','NY')
INSERT INTO ZipCode VALUES(6943,13071,'STANDARD','GENOA','NY')
INSERT INTO ZipCode VALUES(6944,13072,'STANDARD','GEORGETOWN','NY')
INSERT INTO ZipCode VALUES(6945,13073,'STANDARD','GROTON','NY')
INSERT INTO ZipCode VALUES(6946,13074,'STANDARD','HANNIBAL','NY')
INSERT INTO ZipCode VALUES(6947,13076,'STANDARD','HASTINGS','NY')
INSERT INTO ZipCode VALUES(6948,13077,'STANDARD','HOMER','NY')
INSERT INTO ZipCode VALUES(6949,13078,'STANDARD','JAMESVILLE','NY')
INSERT INTO ZipCode VALUES(6950,13080,'STANDARD','JORDAN','NY')
INSERT INTO ZipCode VALUES(6951,13081,'STANDARD','KING FERRY','NY')
INSERT INTO ZipCode VALUES(6952,13082,'STANDARD','KIRKVILLE','NY')
INSERT INTO ZipCode VALUES(6953,13083,'STANDARD','LACONA','NY')
INSERT INTO ZipCode VALUES(6954,13084,'STANDARD','LA FAYETTE','NY')
INSERT INTO ZipCode VALUES(6955,13087,'PO BOX','LITTLE YORK','NY')
INSERT INTO ZipCode VALUES(6956,13088,'STANDARD','LIVERPOOL','NY')
INSERT INTO ZipCode VALUES(6957,13089,'PO BOX','LIVERPOOL','NY')
INSERT INTO ZipCode VALUES(6958,13090,'STANDARD','LIVERPOOL','NY')
INSERT INTO ZipCode VALUES(6959,13090,'STANDARD','BAYBERRY','NY')
INSERT INTO ZipCode VALUES(6960,13092,'STANDARD','LOCKE','NY')
INSERT INTO ZipCode VALUES(6961,13093,'PO BOX','LYCOMING','NY')
INSERT INTO ZipCode VALUES(6962,13101,'STANDARD','MC GRAW','NY')
INSERT INTO ZipCode VALUES(6963,13102,'PO BOX','MC LEAN','NY')
INSERT INTO ZipCode VALUES(6964,13103,'STANDARD','MALLORY','NY')
INSERT INTO ZipCode VALUES(6965,13104,'STANDARD','MANLIUS','NY')
INSERT INTO ZipCode VALUES(6966,13107,'PO BOX','MAPLE VIEW','NY')
INSERT INTO ZipCode VALUES(6967,13108,'STANDARD','MARCELLUS','NY')
INSERT INTO ZipCode VALUES(6968,13110,'STANDARD','MARIETTA','NY')
INSERT INTO ZipCode VALUES(6969,13111,'STANDARD','MARTVILLE','NY')
INSERT INTO ZipCode VALUES(6970,13112,'STANDARD','MEMPHIS','NY')
INSERT INTO ZipCode VALUES(6971,13113,'PO BOX','MERIDIAN','NY')
INSERT INTO ZipCode VALUES(6972,13114,'STANDARD','MEXICO','NY')
INSERT INTO ZipCode VALUES(6973,13115,'PO BOX','MINETTO','NY')
INSERT INTO ZipCode VALUES(6974,13116,'STANDARD','MINOA','NY')
INSERT INTO ZipCode VALUES(6975,13117,'PO BOX','MONTEZUMA','NY')
INSERT INTO ZipCode VALUES(6976,13118,'STANDARD','MORAVIA','NY')
INSERT INTO ZipCode VALUES(6977,13119,'PO BOX','MOTTVILLE','NY')
INSERT INTO ZipCode VALUES(6978,13120,'STANDARD','NEDROW','NY')
INSERT INTO ZipCode VALUES(6979,13121,'PO BOX','NEW HAVEN','NY')
INSERT INTO ZipCode VALUES(6980,13122,'STANDARD','NEW WOODSTOCK','NY')
INSERT INTO ZipCode VALUES(6981,13123,'PO BOX','NORTH BAY','NY')
INSERT INTO ZipCode VALUES(6982,13124,'STANDARD','NORTH PITCHER','NY')
INSERT INTO ZipCode VALUES(6983,13126,'STANDARD','OSWEGO','NY')
INSERT INTO ZipCode VALUES(6984,13131,'STANDARD','PARISH','NY')
INSERT INTO ZipCode VALUES(6985,13132,'STANDARD','PENNELLVILLE','NY')
INSERT INTO ZipCode VALUES(6986,13134,'PO BOX','PETERBORO','NY')
INSERT INTO ZipCode VALUES(6987,13135,'STANDARD','PHOENIX','NY')
INSERT INTO ZipCode VALUES(6988,13136,'STANDARD','PITCHER','NY')
INSERT INTO ZipCode VALUES(6989,13137,'PO BOX','PLAINVILLE','NY')
INSERT INTO ZipCode VALUES(6990,13138,'PO BOX','POMPEY','NY')
INSERT INTO ZipCode VALUES(6991,13139,'PO BOX','POPLAR RIDGE','NY')
INSERT INTO ZipCode VALUES(6992,13140,'STANDARD','PORT BYRON','NY')
INSERT INTO ZipCode VALUES(6993,13141,'STANDARD','PREBLE','NY')
INSERT INTO ZipCode VALUES(6994,13142,'STANDARD','PULASKI','NY')
INSERT INTO ZipCode VALUES(6995,13143,'STANDARD','RED CREEK','NY')
INSERT INTO ZipCode VALUES(6996,13144,'STANDARD','RICHLAND','NY')
INSERT INTO ZipCode VALUES(6997,13145,'STANDARD','SANDY CREEK','NY')
INSERT INTO ZipCode VALUES(6998,13146,'STANDARD','SAVANNAH','NY')
INSERT INTO ZipCode VALUES(6999,13147,'STANDARD','SCIPIO CENTER','NY')
INSERT INTO ZipCode VALUES(7000,13147,'STANDARD','VENICE CENTER','NY')
INSERT INTO ZipCode VALUES(7001,13148,'STANDARD','SENECA FALLS','NY')
INSERT INTO ZipCode VALUES(7002,13152,'STANDARD','SKANEATELES','NY')
INSERT INTO ZipCode VALUES(7003,13153,'PO BOX','SKANEATELES FALLS','NY')
INSERT INTO ZipCode VALUES(7004,13153,'PO BOX','SKAN FALLS','NY')
INSERT INTO ZipCode VALUES(7005,13154,'PO BOX','SOUTH BUTLER','NY')
INSERT INTO ZipCode VALUES(7006,13155,'STANDARD','SOUTH OTSELIC','NY')
INSERT INTO ZipCode VALUES(7007,13156,'STANDARD','STERLING','NY')
INSERT INTO ZipCode VALUES(7008,13157,'PO BOX','SYLVAN BEACH','NY')
INSERT INTO ZipCode VALUES(7009,13158,'STANDARD','TRUXTON','NY')
INSERT INTO ZipCode VALUES(7010,13158,'STANDARD','CUYLER','NY')
INSERT INTO ZipCode VALUES(7011,13158,'STANDARD','EAST HOMER','NY')
INSERT INTO ZipCode VALUES(7012,13159,'STANDARD','TULLY','NY')
INSERT INTO ZipCode VALUES(7013,13160,'STANDARD','UNION SPRINGS','NY')
INSERT INTO ZipCode VALUES(7014,13162,'PO BOX','VERONA BEACH','NY')
INSERT INTO ZipCode VALUES(7015,13163,'PO BOX','WAMPSVILLE','NY')
INSERT INTO ZipCode VALUES(7016,13164,'STANDARD','WARNERS','NY')
INSERT INTO ZipCode VALUES(7017,13165,'STANDARD','WATERLOO','NY')
INSERT INTO ZipCode VALUES(7018,13166,'STANDARD','WEEDSPORT','NY')
INSERT INTO ZipCode VALUES(7019,13167,'STANDARD','WEST MONROE','NY')
INSERT INTO ZipCode VALUES(7020,13201,'PO BOX','SYRACUSE','NY')
INSERT INTO ZipCode VALUES(7021,13202,'STANDARD','SYRACUSE','NY')
INSERT INTO ZipCode VALUES(7022,13203,'STANDARD','SYRACUSE','NY')
INSERT INTO ZipCode VALUES(7023,13204,'STANDARD','SYRACUSE','NY')
INSERT INTO ZipCode VALUES(7024,13205,'STANDARD','SYRACUSE','NY')
INSERT INTO ZipCode VALUES(7025,13206,'STANDARD','SYRACUSE','NY')
INSERT INTO ZipCode VALUES(7026,13207,'STANDARD','SYRACUSE','NY')
INSERT INTO ZipCode VALUES(7027,13208,'STANDARD','SYRACUSE','NY')
INSERT INTO ZipCode VALUES(7028,13209,'STANDARD','SYRACUSE','NY')
INSERT INTO ZipCode VALUES(7029,13209,'STANDARD','SOLVAY','NY')
INSERT INTO ZipCode VALUES(7030,13210,'STANDARD','SYRACUSE','NY')
INSERT INTO ZipCode VALUES(7031,13211,'STANDARD','SYRACUSE','NY')
INSERT INTO ZipCode VALUES(7032,13211,'STANDARD','MATTYDALE','NY')
INSERT INTO ZipCode VALUES(7033,13212,'STANDARD','SYRACUSE','NY')
INSERT INTO ZipCode VALUES(7034,13212,'STANDARD','N SYRACUSE','NY')
INSERT INTO ZipCode VALUES(7035,13212,'STANDARD','NORTH SYRACUSE','NY')
INSERT INTO ZipCode VALUES(7036,13214,'STANDARD','SYRACUSE','NY')
INSERT INTO ZipCode VALUES(7037,13214,'STANDARD','DE WITT','NY')
INSERT INTO ZipCode VALUES(7038,13215,'STANDARD','SYRACUSE','NY')
INSERT INTO ZipCode VALUES(7039,13217,'PO BOX','SYRACUSE','NY')
INSERT INTO ZipCode VALUES(7040,13218,'PO BOX','SYRACUSE','NY')
INSERT INTO ZipCode VALUES(7041,13219,'STANDARD','SYRACUSE','NY')
INSERT INTO ZipCode VALUES(7042,13220,'PO BOX','SYRACUSE','NY')
INSERT INTO ZipCode VALUES(7043,13221,'PO BOX','SYRACUSE','NY')
INSERT INTO ZipCode VALUES(7044,13224,'STANDARD','SYRACUSE','NY')
INSERT INTO ZipCode VALUES(7045,13225,'UNIQUE','SYRACUSE','NY')
INSERT INTO ZipCode VALUES(7046,13235,'PO BOX','SYRACUSE','NY')
INSERT INTO ZipCode VALUES(7047,13244,'UNIQUE','SYRACUSE','NY')
INSERT INTO ZipCode VALUES(7048,13250,'UNIQUE','SYRACUSE','NY')
INSERT INTO ZipCode VALUES(7049,13251,'UNIQUE','SYRACUSE','NY')
INSERT INTO ZipCode VALUES(7050,13252,'UNIQUE','SYRACUSE','NY')
INSERT INTO ZipCode VALUES(7051,13261,'PO BOX','SYRACUSE','NY')
INSERT INTO ZipCode VALUES(7052,13290,'STANDARD','SYRACUSE','NY')
INSERT INTO ZipCode VALUES(7053,13301,'STANDARD','ALDER CREEK','NY')
INSERT INTO ZipCode VALUES(7054,13302,'STANDARD','ALTMAR','NY')
INSERT INTO ZipCode VALUES(7055,13303,'STANDARD','AVA','NY')
INSERT INTO ZipCode VALUES(7056,13304,'STANDARD','BARNEVELD','NY')
INSERT INTO ZipCode VALUES(7057,13305,'PO BOX','BEAVER FALLS','NY')
INSERT INTO ZipCode VALUES(7058,13305,'PO BOX','BEAVER FLS','NY')
INSERT INTO ZipCode VALUES(7059,13308,'STANDARD','BLOSSVALE','NY')
INSERT INTO ZipCode VALUES(7060,13309,'STANDARD','BOONVILLE','NY')
INSERT INTO ZipCode VALUES(7061,13310,'STANDARD','BOUCKVILLE','NY')
INSERT INTO ZipCode VALUES(7062,13312,'PO BOX','BRANTINGHAM','NY')
INSERT INTO ZipCode VALUES(7063,13312,'PO BOX','GLENFIELD','NY')
INSERT INTO ZipCode VALUES(7064,13313,'PO BOX','BRIDGEWATER','NY')
INSERT INTO ZipCode VALUES(7065,13314,'STANDARD','BROOKFIELD','NY')
INSERT INTO ZipCode VALUES(7066,13315,'STANDARD','BURLINGTON FLATS','NY')
INSERT INTO ZipCode VALUES(7067,13315,'STANDARD','BURLNGTN FLT','NY')
INSERT INTO ZipCode VALUES(7068,13316,'STANDARD','CAMDEN','NY')
INSERT INTO ZipCode VALUES(7069,13317,'STANDARD','CANAJOHARIE','NY')
INSERT INTO ZipCode VALUES(7070,13317,'STANDARD','AMES','NY')
INSERT INTO ZipCode VALUES(7071,13318,'STANDARD','CASSVILLE','NY')
INSERT INTO ZipCode VALUES(7072,13319,'STANDARD','CHADWICKS','NY')
INSERT INTO ZipCode VALUES(7073,13320,'STANDARD','CHERRY VALLEY','NY')
INSERT INTO ZipCode VALUES(7074,13321,'PO BOX','CLARK MILLS','NY')
INSERT INTO ZipCode VALUES(7075,13322,'STANDARD','CLAYVILLE','NY')
INSERT INTO ZipCode VALUES(7076,13323,'STANDARD','CLINTON','NY')
INSERT INTO ZipCode VALUES(7077,13324,'STANDARD','COLD BROOK','NY')
INSERT INTO ZipCode VALUES(7078,13324,'STANDARD','OHIO','NY')
INSERT INTO ZipCode VALUES(7079,13325,'STANDARD','CONSTABLEVILLE','NY')
INSERT INTO ZipCode VALUES(7080,13325,'STANDARD','CONSTABLEVLE','NY')
INSERT INTO ZipCode VALUES(7081,13326,'STANDARD','COOPERSTOWN','NY')
INSERT INTO ZipCode VALUES(7082,13326,'STANDARD','HARTWICK SEMINARY','NY')
INSERT INTO ZipCode VALUES(7083,13326,'STANDARD','HRTWK SEMINRY','NY')
INSERT INTO ZipCode VALUES(7084,13327,'STANDARD','CROGHAN','NY')
INSERT INTO ZipCode VALUES(7085,13328,'STANDARD','DEANSBORO','NY')
INSERT INTO ZipCode VALUES(7086,13329,'STANDARD','DOLGEVILLE','NY')
INSERT INTO ZipCode VALUES(7087,13331,'STANDARD','EAGLE BAY','NY')
INSERT INTO ZipCode VALUES(7088,13332,'STANDARD','EARLVILLE','NY')
INSERT INTO ZipCode VALUES(7089,13332,'STANDARD','LEBANON','NY')
INSERT INTO ZipCode VALUES(7090,13332,'STANDARD','POOLVILLE','NY')
INSERT INTO ZipCode VALUES(7091,13333,'STANDARD','EAST SPRINGFIELD','NY')
INSERT INTO ZipCode VALUES(7092,13333,'STANDARD','E SPRINGFIELD','NY')
INSERT INTO ZipCode VALUES(7093,13334,'STANDARD','EATON','NY')
INSERT INTO ZipCode VALUES(7094,13335,'STANDARD','EDMESTON','NY')
INSERT INTO ZipCode VALUES(7095,13337,'STANDARD','FLY CREEK','NY')
INSERT INTO ZipCode VALUES(7096,13338,'STANDARD','FORESTPORT','NY')
INSERT INTO ZipCode VALUES(7097,13339,'STANDARD','FORT PLAIN','NY')
INSERT INTO ZipCode VALUES(7098,13340,'STANDARD','FRANKFORT','NY')
INSERT INTO ZipCode VALUES(7099,13340,'STANDARD','SCHUYLER','NY')
INSERT INTO ZipCode VALUES(7100,13341,'PO BOX','FRANKLIN SPRINGS','NY')
INSERT INTO ZipCode VALUES(7101,13341,'PO BOX','FRANKLIN SPGS','NY')
INSERT INTO ZipCode VALUES(7102,13342,'STANDARD','GARRATTSVILLE','NY')
INSERT INTO ZipCode VALUES(7103,13343,'STANDARD','GLENFIELD','NY')
INSERT INTO ZipCode VALUES(7104,13345,'STANDARD','GREIG','NY')
INSERT INTO ZipCode VALUES(7105,13346,'STANDARD','HAMILTON','NY')
INSERT INTO ZipCode VALUES(7106,13348,'STANDARD','HARTWICK','NY')
INSERT INTO ZipCode VALUES(7107,13350,'STANDARD','HERKIMER','NY')
INSERT INTO ZipCode VALUES(7108,13352,'PO BOX','HINCKLEY','NY')
INSERT INTO ZipCode VALUES(7109,13353,'PO BOX','HOFFMEISTER','NY')
INSERT INTO ZipCode VALUES(7110,13354,'STANDARD','HOLLAND PATENT','NY')
INSERT INTO ZipCode VALUES(7111,13354,'STANDARD','HOLLAND PATNT','NY')
INSERT INTO ZipCode VALUES(7112,13355,'STANDARD','HUBBARDSVILLE','NY')
INSERT INTO ZipCode VALUES(7113,13357,'STANDARD','ILION','NY')
INSERT INTO ZipCode VALUES(7114,13360,'STANDARD','INLET','NY')
INSERT INTO ZipCode VALUES(7115,13361,'STANDARD','JORDANVILLE','NY')
INSERT INTO ZipCode VALUES(7116,13362,'PO BOX','KNOXBORO','NY')
INSERT INTO ZipCode VALUES(7117,13363,'STANDARD','LEE CENTER','NY')
INSERT INTO ZipCode VALUES(7118,13364,'PO BOX','LEONARDSVILLE','NY')
INSERT INTO ZipCode VALUES(7119,13365,'STANDARD','LITTLE FALLS','NY')
INSERT INTO ZipCode VALUES(7120,13367,'STANDARD','LOWVILLE','NY')
INSERT INTO ZipCode VALUES(7121,13367,'STANDARD','BEAVER RIVER','NY')
INSERT INTO ZipCode VALUES(7122,13368,'STANDARD','LYONS FALLS','NY')
INSERT INTO ZipCode VALUES(7123,13401,'PO BOX','MC CONNELLSVILLE','NY')
INSERT INTO ZipCode VALUES(7124,13401,'PO BOX','MC CONELSVILE','NY')
INSERT INTO ZipCode VALUES(7125,13402,'STANDARD','MADISON','NY')
INSERT INTO ZipCode VALUES(7126,13403,'STANDARD','MARCY','NY')
INSERT INTO ZipCode VALUES(7127,13404,'PO BOX','MARTINSBURG','NY')
INSERT INTO ZipCode VALUES(7128,13406,'STANDARD','MIDDLEVILLE','NY')
INSERT INTO ZipCode VALUES(7129,13407,'STANDARD','MOHAWK','NY')
INSERT INTO ZipCode VALUES(7130,13408,'STANDARD','MORRISVILLE','NY')
INSERT INTO ZipCode VALUES(7131,13409,'STANDARD','MUNNSVILLE','NY')
INSERT INTO ZipCode VALUES(7132,13409,'STANDARD','PRATTS HOLLOW','NY')
INSERT INTO ZipCode VALUES(7133,13410,'PO BOX','NELLISTON','NY')
INSERT INTO ZipCode VALUES(7134,13411,'STANDARD','NEW BERLIN','NY')
INSERT INTO ZipCode VALUES(7135,13411,'STANDARD','S EDMESTON','NY')
INSERT INTO ZipCode VALUES(7136,13411,'STANDARD','SOUTH EDMESTON','NY')
INSERT INTO ZipCode VALUES(7137,13413,'STANDARD','NEW HARTFORD','NY')
INSERT INTO ZipCode VALUES(7138,13415,'STANDARD','NEW LISBON','NY')
INSERT INTO ZipCode VALUES(7139,13416,'STANDARD','NEWPORT','NY')
INSERT INTO ZipCode VALUES(7140,13417,'STANDARD','NEW YORK MILLS','NY')
INSERT INTO ZipCode VALUES(7141,13417,'STANDARD','NEW YORK MLS','NY')
INSERT INTO ZipCode VALUES(7142,13418,'STANDARD','NORTH BROOKFIELD','NY')
INSERT INTO ZipCode VALUES(7143,13418,'STANDARD','N BROOKFIELD','NY')
INSERT INTO ZipCode VALUES(7144,13420,'STANDARD','OLD FORGE','NY')
INSERT INTO ZipCode VALUES(7145,13421,'STANDARD','ONEIDA','NY')
INSERT INTO ZipCode VALUES(7146,13424,'STANDARD','ORISKANY','NY')
INSERT INTO ZipCode VALUES(7147,13425,'STANDARD','ORISKANY FALLS','NY')
INSERT INTO ZipCode VALUES(7148,13425,'STANDARD','ORISKANY FLS','NY')
INSERT INTO ZipCode VALUES(7149,13426,'PO BOX','ORWELL','NY')
INSERT INTO ZipCode VALUES(7150,13428,'STANDARD','PALATINE BRIDGE','NY')
INSERT INTO ZipCode VALUES(7151,13428,'STANDARD','PALATINE BRG','NY')
INSERT INTO ZipCode VALUES(7152,13431,'STANDARD','POLAND','NY')
INSERT INTO ZipCode VALUES(7153,13433,'STANDARD','PORT LEYDEN','NY')
INSERT INTO ZipCode VALUES(7154,13435,'PO BOX','PROSPECT','NY')
INSERT INTO ZipCode VALUES(7155,13436,'STANDARD','RAQUETTE LAKE','NY')
INSERT INTO ZipCode VALUES(7156,13437,'STANDARD','REDFIELD','NY')
INSERT INTO ZipCode VALUES(7157,13438,'STANDARD','REMSEN','NY')
INSERT INTO ZipCode VALUES(7158,13439,'STANDARD','RICHFIELD SPRINGS','NY')
INSERT INTO ZipCode VALUES(7159,13439,'STANDARD','RICHFLD SPGS','NY')
INSERT INTO ZipCode VALUES(7160,13440,'STANDARD','ROME','NY')
INSERT INTO ZipCode VALUES(7161,13441,'STANDARD','ROME','NY')
INSERT INTO ZipCode VALUES(7162,13442,'PO BOX','ROME','NY')
INSERT INTO ZipCode VALUES(7163,13449,'UNIQUE','ROME','NY')
INSERT INTO ZipCode VALUES(7164,13450,'STANDARD','ROSEBOOM','NY')
INSERT INTO ZipCode VALUES(7165,13452,'STANDARD','SAINT JOHNSVILLE','NY')
INSERT INTO ZipCode VALUES(7166,13452,'STANDARD','ST JOHNSVILLE','NY')
INSERT INTO ZipCode VALUES(7167,13454,'STANDARD','SALISBURY CENTER','NY')
INSERT INTO ZipCode VALUES(7168,13454,'STANDARD','SALISBURY CTR','NY')
INSERT INTO ZipCode VALUES(7169,13455,'PO BOX','SANGERFIELD','NY')
INSERT INTO ZipCode VALUES(7170,13456,'STANDARD','SAUQUOIT','NY')
INSERT INTO ZipCode VALUES(7171,13456,'STANDARD','PARIS','NY')
INSERT INTO ZipCode VALUES(7172,13457,'PO BOX','SCHUYLER LAKE','NY')
INSERT INTO ZipCode VALUES(7173,13459,'STANDARD','SHARON SPRINGS','NY')
INSERT INTO ZipCode VALUES(7174,13459,'STANDARD','SHARON SPGS','NY')
INSERT INTO ZipCode VALUES(7175,13460,'STANDARD','SHERBURNE','NY')
INSERT INTO ZipCode VALUES(7176,13461,'STANDARD','SHERRILL','NY')
INSERT INTO ZipCode VALUES(7177,13464,'STANDARD','SMYRNA','NY')
INSERT INTO ZipCode VALUES(7178,13465,'STANDARD','SOLSVILLE','NY')
INSERT INTO ZipCode VALUES(7179,13468,'STANDARD','SPRINGFIELD CENTER','NY')
INSERT INTO ZipCode VALUES(7180,13468,'STANDARD','SPRINGFLD CTR','NY')
INSERT INTO ZipCode VALUES(7181,13469,'STANDARD','STITTVILLE','NY')
INSERT INTO ZipCode VALUES(7182,13470,'STANDARD','STRATFORD','NY')
INSERT INTO ZipCode VALUES(7183,13471,'STANDARD','TABERG','NY')
INSERT INTO ZipCode VALUES(7184,13472,'PO BOX','THENDARA','NY')
INSERT INTO ZipCode VALUES(7185,13473,'STANDARD','TURIN','NY')
INSERT INTO ZipCode VALUES(7186,13475,'STANDARD','VAN HORNESVILLE','NY')
INSERT INTO ZipCode VALUES(7187,13475,'STANDARD','VAN HORNESVLE','NY')
INSERT INTO ZipCode VALUES(7188,13476,'STANDARD','VERNON','NY')
INSERT INTO ZipCode VALUES(7189,13477,'STANDARD','VERNON CENTER','NY')
INSERT INTO ZipCode VALUES(7190,13478,'STANDARD','VERONA','NY')
INSERT INTO ZipCode VALUES(7191,13479,'PO BOX','WASHINGTON MILLS','NY')
INSERT INTO ZipCode VALUES(7192,13479,'PO BOX','WASHINGTN MLS','NY')
INSERT INTO ZipCode VALUES(7193,13480,'STANDARD','WATERVILLE','NY')
INSERT INTO ZipCode VALUES(7194,13482,'STANDARD','WEST BURLINGTON','NY')
INSERT INTO ZipCode VALUES(7195,13482,'STANDARD','W BURLINGTON','NY')
INSERT INTO ZipCode VALUES(7196,13483,'STANDARD','WESTDALE','NY')
INSERT INTO ZipCode VALUES(7197,13484,'PO BOX','WEST EATON','NY')
INSERT INTO ZipCode VALUES(7198,13485,'STANDARD','WEST EDMESTON','NY')
INSERT INTO ZipCode VALUES(7199,13486,'STANDARD','WESTERNVILLE','NY')
INSERT INTO ZipCode VALUES(7200,13488,'STANDARD','WESTFORD','NY')
INSERT INTO ZipCode VALUES(7201,13489,'STANDARD','WEST LEYDEN','NY')
INSERT INTO ZipCode VALUES(7202,13490,'STANDARD','WESTMORELAND','NY')
INSERT INTO ZipCode VALUES(7203,13491,'STANDARD','WEST WINFIELD','NY')
INSERT INTO ZipCode VALUES(7204,13491,'STANDARD','WEST EXETER','NY')
INSERT INTO ZipCode VALUES(7205,13492,'STANDARD','WHITESBORO','NY')
INSERT INTO ZipCode VALUES(7206,13493,'STANDARD','WILLIAMSTOWN','NY')
INSERT INTO ZipCode VALUES(7207,13494,'STANDARD','WOODGATE','NY')
